,Unnamed: 0,ticker,Open,High,Low,Close,Volume,Dividends,CDL2CROWS,CDL3BLACKCROWS,CDL3INSIDE,CDL3LINESTRIKE,CDL3OUTSIDE,CDL3STARSINSOUTH,CDL3WHITESOLDIERS,CDLABANDONEDBABY,CDLADVANCEBLOCK,CDLBELTHOLD,CDLBREAKAWAY,CDLCLOSINGMARUBOZU,CDLCONCEALBABYSWALL,CDLCOUNTERATTACK,CDLDARKCLOUDCOVER,CDLDOJI,CDLDOJISTAR,CDLDRAGONFLYDOJI,CDLENGULFING,CDLEVENINGDOJISTAR,CDLEVENINGSTAR,CDLGAPSIDESIDEWHITE,CDLGRAVESTONEDOJI,CDLHAMMER,CDLHANGINGMAN,CDLHARAMI,CDLHARAMICROSS,CDLHIGHWAVE,CDLHIKKAKE,CDLHIKKAKEMOD,CDLHOMINGPIGEON,CDLIDENTICAL3CROWS,CDLINNECK,CDLINVERTEDHAMMER,CDLKICKING,CDLKICKINGBYLENGTH,CDLLADDERBOTTOM,CDLLONGLEGGEDDOJI,CDLLONGLINE,CDLMARUBOZU,CDLMATCHINGLOW,CDLMATHOLD,CDLMORNINGDOJISTAR,CDLMORNINGSTAR,CDLONNECK,CDLPIERCING,CDLRICKSHAWMAN,CDLRISEFALL3METHODS,CDLSEPARATINGLINES,CDLSHOOTINGSTAR,CDLSHORTLINE,CDLSPINNINGTOP,CDLSTALLEDPATTERN,CDLSTICKSANDWICH,CDLTAKURI,CDLTASUKIGAP,CDLTHRUSTING,CDLTRISTAR,CDLUNIQUE3RIVER,CDLUPSIDEGAP2CROWS,CDLXSIDEGAP3METHODS,ma50,ma200,ADX,ADXR,AROONOSC,DX,PPO,stochK,stochD,TRIX,ULTOSC,MACD,MACDSIG, MACDHIST,TRANGE,BBupperband,BBmiddleband,BBlowerband,ao,apo,bias,bop,cci,cfo,cmo,coppock,cti,inertia,mom,pgo,psl,roc,rsi,rsx,willr,alma,dema,wma,fwma,hma,hwma,jma,kama,mcgd,pwma,sinwma,swma,t3,tema,trima,vidya,vwma,zlma,chop,increasing,decreasingqstick,ttm_trend,vhf,atr,massi,pdist,rvi,ui,ad,adosc,cmf,efi,mfi,obv,pvr,pvt,ebsw,VIX,VVIX,VXN,Market Cap,DPC,Cumulative Return,PriceUp,PriceDown,AD_difference,AD_RATIO
0,0,AAPL,149.1821247824483,149.6899970322024,147.1805544185375,147.7382049560547,58991300,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.2608228442563,130.35215294936165,16.74187942071131,20.74715048671653,-14.285714285714286,2.847250457242369,0.700659563975773,71.2525134554327,63.64585623040082,0.1591522583949123,46.24991995241265,1.534322505908051,1.7601473872037308,-0.2258248812956798,2.509442613664902,150.08850059561755,147.89356689453126,145.69863319344495,1.5377642581863995,1.027581630608978,0.0073573055770452,-0.5753946388456598,44.80207777596575,-0.011691363205393,11.36056014119078,3.3686402336266563,0.3374071120575233,55.78494853419188,2.4895172119140625,0.1428504400295021,58.333333333333336,1.7139688148504415,55.68028007059539,56.25963220025646,-46.23978350317536,148.85310626287563,148.42364092836175,148.07498474121093,148.1419717215158,148.1323609014897,144.6330959661766,148.09253986193931,147.3046844916201,146.61926138650128,147.43630933761597,147.6024267738078,147.91082916259765,147.90197587263503,148.31402165403054,147.91082916259765,142.9292148770714,148.21818714171727,148.47744344295225,59.31296441922097,0,1,0.4451282845769128,-1,0.2484044201044566,2.5276385044674297,24.76682992846209,3.764155002720429,48.68433017444583,1.7425932017840255,717093409.73641,17718055.0453403,0.061329934873288,-447052.9483407941,59.86874238499016,2492583900.0,3.0,8679506233.993153,16.790000915527344,108.83999633789062,19.600000381469727,8800447477.678843,0.0024087254060827,1.729642862110853,1,0,-3,0.9594594594594594
1,1,MSFT,302.4131691055376,302.70137944617414,298.5572526056754,300.13739013671875,20006100,0.0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.93320599093187,243.9527631139559,42.54135018008733,37.797884019416415,57.142857142857146,56.43307910813222,1.6328158993870936,84.03104072661687,88.26641955675859,0.2598344502137806,62.86340656536302,6.01352466707192,5.191912617203512,0.8216120498684081,4.144126840498757,305.8514369270349,300.2089233398437,294.5664097526526,13.658421247157548,4.71208053980115,0.0400270081895977,-0.5491576528446535,105.42464364552276,-0.8611747111347811,41.77476867755985,8.978363852094185,0.918556232016242,54.29644137018425,15.511505126953123,1.9113089575047133,58.333333333333336,5.449787227335601,70.88738433877992,76.56374965596675,-18.07875475596688,290.4315385211556,301.03177476436866,297.62845348011365,299.7309670615029,303.5618224480905,296.2701587287205,302.1696174828453,294.2123662602019,290.30023004944485,294.37643426656723,291.88969364462963,294.8990051269532,293.7020541651009,302.2724271242015,294.8990051269531,285.3031764262138,295.93340029987087,302.5462808415582,40.57193346436895,0,1,1.664955080459015,1,0.4793746417076585,4.344461272346397,25.42515358401528,7.682052509122514,43.90418650029461,0.6018106210507199,551761266.7174413,24802310.30730629,0.2525285882270465,37373257.84508659,66.42121823963232,621125900.0,3.0,1107115484.6526425,16.790000915527344,108.83999633789062,19.600000381469727,6050108102.442295,-0.0023604985617056,1.5939243206114475,0,1,-3,0.9594594594594594
2,2,GOOG,2857.659912109375,2866.260009765625,2848.7900390625,2859.0,641900,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,100,0,0,0,0,0,0,0,0,0,2656.95076171875,2205.9004608154296,19.902370161925536,20.971718037698643,28.571428571428573,33.152771952915046,1.0185936914114258,90.56064363666115,82.72487034684777,0.2126263223745539,61.692123889190576,44.90710200640615,40.959370691795,3.947731314611147,18.2900390625,2900.122735444969,2807.193994140625,2714.265252836281,82.95554917279424,28.01737154447119,0.0394120515990863,0.0767080788741842,199.20806628101195,0.8321416166297363,47.21231523338344,4.671749672978612,0.6511566486571397,73.78868371084967,105.2099609375,2.184950517052516,75.0,3.820551292767327,73.60615761669173,68.16914551021995,-4.562030078071666,2763.38835285791,2828.5186572114017,2797.9723588423294,2826.7491514832823,2834.209793738189,2808.970193133249,2830.2320830511326,2765.9051268219755,2754.453492937694,2754.297213077545,2766.787565366795,2768.9083333333333,2779.7016496375,2840.2061880002325,2768.9083333333333,2690.971564150796,2781.105515342652,2840.4257963021714,44.41068554135752,1,0,12.056005859375,1,0.435325436004046,38.82192162824858,25.53722252342677,43.289794921875,79.94276228680208,1.0443886121060082,18049750.34264521,769821.7557528019,0.3229438709006465,10307681.367430393,60.9536273589929,61861500.0,2.0,119025564.66977912,16.790000915527344,108.83999633789062,19.600000381469727,1834331897.583008,0.0094634489795988,1.981074226888571,1,0,-3,0.9594594594594594
3,3,GOOGL,2832.5,2843.7900390625,2827.52001953125,2841.580078125,792400,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,2599.512001953125,2178.229896240234,23.657015852214663,25.817868499106027,28.571428571428573,32.38181803527607,1.5493656508234614,91.8601094643036,81.04182748514256,0.2933511588645077,62.24831674885386,55.63202903023739,53.62043861404343,2.011590416193961,18.56005859375,2881.8381012290747,2785.966064453125,2690.094027677176,107.46487893497216,42.08256491636621,0.046192544551604,0.5580864920020407,201.98126315940485,1.0221625536762882,46.92371550972346,4.878318365221324,0.6596421302892383,60.57517891663255,116.0,2.160051754948531,66.66666666666667,4.255974753080793,73.46185775486173,65.43668029924788,-1.3917503582388793,2747.2598285581903,2811.3035393456234,2778.1929465553976,2806.8393486396417,2811.9787496545027,2807.842462032197,2810.7535272255104,2732.9176232426184,2722.074733770747,2734.2464385032654,2746.635542473355,2749.542024739583,2767.692408124984,2819.195427819169,2749.542024739583,2656.9254285343727,2762.66807846256,2820.465695356904,45.69426714470331,1,0,12.38203125,1,0.4871948749595613,40.406920124426215,25.537119937068933,30.72998046875,71.9926735397141,0.8484676332514354,15244932.454310635,1198483.3840691634,0.2205563977255095,18882299.15251779,52.201154202675184,74127400.0,2.0,141915272.14666885,16.790000915527344,108.83999633789062,19.600000381469727,2244473000.0,0.0072078100553751,1.9656078932526253,1,0,-3,0.9594594594594594
4,4,TSLA,707.030029296875,716.969970703125,704.0,711.2000122070312,12645600,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671.4930017089844,673.3625006103516,14.401090426056356,15.987510632595043,-14.285714285714286,12.314701512009703,1.4216697346857745,88.32461875857238,74.04439568881018,0.2013554335416945,53.89918479203448,8.337186130674809,9.227012583010358,-0.8898264523355497,12.969970703125,727.5473332692517,695.943994140625,664.3406550119984,14.101525699391118,9.786282270382683,0.0331722555386211,0.3215105882352941,55.23133448024664,1.4642248675938605,15.000491657407016,-1.1159950642900127,-0.1997200742125681,49.38224664897925,3.3800048828125,0.5117034494575537,50.0,0.4775232188745315,57.50024582870351,48.52104782273111,-23.06934711355506,698.101494249341,702.0510275805773,695.7152687766335,702.9506289608829,702.3904397983906,692.5199429465052,696.2114144042359,696.4020055247353,689.4543471089405,681.8842704296112,696.4478545044879,688.6119934082033,701.1577294158333,702.4117300167194,688.6119934082031,680.0652095861203,694.5045799271007,705.158419365984,50.694612964287785,1,0,1.82698974609375,1,0.2512103121334872,22.542947188000777,24.559597354745662,23.22991943359375,63.90516613843257,3.819763002495869,1022280260.7051396,3849232.2156472206,0.013934478208314,46777184.58880905,57.1747967324399,2060281600.0,2.0,12904078295.12877,16.790000915527344,108.83999633789062,19.600000381469727,8940818938.476562,-0.0051358746785086,3.570137614958118,0,1,-3,0.9594594594594594
5,5,FB,365.6000061035156,370.8599853515625,365.3999938964844,368.3900146484375,9684519,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.4528442382813,303.5528762054444,14.53687427797544,18.02802623313381,28.571428571428573,19.281734806610583,0.1782335014214552,85.73629419387544,71.30100193326577,0.1139724919883011,54.29322645119304,3.0589602486422223,3.088367172771892,-0.029406924129669,5.459991455078125,371.66984219529326,362.3480041503906,353.026166105488,4.307902347340303,0.643333826309572,0.0206123091046184,0.5109913756965676,166.7876267262122,1.2451791026130816,21.102232372360515,1.4914058358809474,0.2374642915574191,52.56779051825565,8.430023193359375,0.8950628302235202,58.333333333333336,2.341933379674344,60.551116186180266,52.60902870081355,-12.436921072203477,362.316372442231,364.34358088938666,362.29709639115765,364.6395891096208,363.910411302985,362.5018250134724,362.2825863449816,357.4093680149983,359.90234658683295,358.1927962899208,360.9726198727731,360.07600301106766,361.7410231001502,365.1272323673252,360.0760030110677,345.8246376615433,361.5781819360658,365.4543679333737,54.93379989275602,1,0,2.0214996337890625,1,0.3052682486772771,7.032393863994881,24.66960286713892,8.219970703125,59.24089205092279,2.494871908981084,142887105.67124602,5712656.821855634,0.0034402555837051,9481015.084285207,56.040410683134766,568493070.0,1.0,2005066753.7516155,16.790000915527344,108.83999633789062,19.600000381469727,3540660205.509613,0.005334659907249,1.5899800044434578,1,0,-3,0.9594594594594594
6,6,NVDA,217.2221254082945,224.547140878484,217.0722335477595,221.97889709472656,34770100,0.0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.0246772306839,154.70871692695064,19.8911585387207,20.93099709894348,28.571428571428573,41.1669341478249,1.664305192314353,95.18580636558043,92.44011324391762,0.2180321100549775,62.92571018602776,5.41740570171612,3.2823955829255262,2.135010118790594,7.47490733072442,230.8843007784739,213.01099548339843,195.1376901883229,12.15990480524809,3.3367024935208747,0.1072027899890308,0.6363653054105517,176.5206683476899,1.230513015728028,37.65094551174678,9.222519134778333,0.7267923116835467,50.61245547617197,25.12289428710937,2.7766566339485887,50.0,12.762066652171832,68.82547275587339,64.9680258863087,-6.930939276708726,198.4100909893942,215.33634297402023,209.23829123757105,215.6821291196597,219.95876022492263,210.02476466252608,219.24828418810287,203.87039697540465,201.32624206563577,199.1854814589024,201.23070934355704,202.22567087809244,202.6537901968044,219.2993611532778,202.22567087809244,198.03980618632963,206.48416574795883,219.8918057140797,37.90212808423813,1,0,2.076584708390135,1,0.3605509226941513,7.184011559023538,25.51060913675772,10.752655847972278,60.462001744412056,3.532316016232471,1102276022.710381,53553235.62089503,0.3057787800813611,177094961.90939847,69.32379439085345,2306273500.0,1.0,5168164863.252137,16.790000915527344,108.83999633789062,19.600000381469727,7552835022.658942,-0.0007355304210279,2.3784069002962265,0,1,-3,0.9594594594594594
7,7,V,233.75952583668143,233.75952583668143,230.85494120937665,231.3622436523437,5277100,0.0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.06365560718547,220.2124282868708,18.60159545040344,18.364364402580584,-64.28571428571429,16.03883028356207,-2.259272804852104,67.08957017588168,60.15925975880217,-0.1282772745426208,46.12204920897337,-2.0656106588215266,-1.6623685453267103,-0.4032421134948163,2.904584627304814,233.98745244211548,231.5512542724609,229.1150561028064,-7.0544316699333365,-5.369515052208527,-0.0265220973012985,-0.8253442374519966,-37.46328740883487,-0.094114885526042,-16.18484063768629,-6.34901976303122,-0.4260082821098632,33.23598052844608,-2.138656616210937,-0.4916071339063768,33.333333333333336,-0.9159093664098172,41.90757968115685,34.38662826691326,-72.40042674595215,232.1433323059765,230.801934587877,231.78021711869675,231.8514037232299,231.76348473133424,225.38287799930345,231.59679914411635,234.2379432799863,234.01948910545823,231.32392531633377,232.6370130946095,231.6447550455729,231.66207780855584,231.1949866329217,231.6447550455729,234.25324579264264,231.7977262884104,231.7522255413808,47.33513755065543,0,1,-0.0805706262070202,-1,0.3177824841641142,3.5656288506411267,24.90968115220795,4.167872867890878,39.83990495993453,5.029552525176186,-194856101.8596117,-547023.2573655844,-0.1072730316688823,-2466557.2196538104,47.46032928944764,95592800.0,3.0,-69636262.27116492,16.790000915527344,108.83999633789062,19.600000381469727,1233572393.7927516,-0.0001701423310257,1.213185619789901,0,1,-3,0.9594594594594594
8,8,JNJ,172.32604901686116,172.53201974529225,170.56051079717125,170.8939971923828,5700300,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.09026278031632,157.685826574544,31.08768681195644,28.90826878717188,85.71428571428572,2.0624632838048376,1.3818096427173767,27.377636012699195,53.120180751730736,0.1883024207178563,48.51696748810381,1.9010811720213208,2.077794290789651,-0.1767131187683297,1.9715089481209984,176.2953800277196,173.24318237304686,170.19098471837412,4.726639174781354,2.34996404403293,0.0048790908208542,-0.7263734845551711,-19.52161386473589,-1.0918293601299067,5.910750246804188,4.984921604919877,0.4976370070249855,67.88540899240691,1.42877197265625,-0.5795003415162879,66.66666666666667,0.8431062896849362,52.95537512340209,64.22754196082704,-62.677479573705824,172.72289963347853,173.27939216617116,173.07146162553266,172.3947098738664,173.11844369907897,174.38688140898842,173.04580291807065,172.2844929286719,170.87737515486813,173.9356400668621,172.41499313992955,173.5535146077474,173.27231600717766,172.67084621880642,173.5535146077474,169.2155359908016,173.06067569524254,172.74063102588195,45.86138427269312,0,1,0.2064376043631057,-1,0.4716295800392303,1.847685486202295,24.62793956451449,2.80521577221856,46.202180428779336,0.9004818027136207,-19944027.967898715,-1812099.2904353533,0.0722894469741135,-1431540.5837244005,54.74017189466443,163068500.0,4.0,100321024.12706098,16.790000915527344,108.83999633789062,19.600000381469727,982310177.2108136,-0.0073451176349476,1.2208124566866163,0,1,-3,0.9594594594594594
9,9,UNH,417.77156204550727,419.52443881295153,415.39477127976784,415.6819458007813,1939000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407.0954120000643,370.4737284011449,16.680350836705355,16.39632035878133,42.85714285714286,6.438161633352498,0.4381158796824987,55.04569448538903,71.57020323889311,0.0874388697557071,56.95531494701721,3.2243291263801552,2.5452499215107327,0.6790792048694225,4.129667533183692,428.0072638977544,421.1109558105469,414.2146477233394,8.631730137736895,1.8062732403095083,0.0082464673032303,-0.5060010831223174,41.48413747809462,-1.62767665255504,5.996476221183646,3.6877640472496056,0.7806618121049751,52.13169833479973,11.88397216796875,0.3636044336435772,50.0,2.943048985871144,52.99823811059182,61.79765891304601,-42.94165359812596,410.07227446739705,419.77753651520703,418.40500932173296,418.47095110699854,422.87413490376576,415.6693918115689,421.7687696096274,412.83563953516193,413.689382760548,419.10688585042953,413.2669769934864,417.64215596516925,414.6167381866605,420.49081360443887,417.64215596516925,405.1801198518698,416.4842873922195,420.3607619896406,44.086731098616205,0,1,1.3884443572660985,-1,0.212204989012762,6.254016734384543,24.713624637160347,7.714654578868476,39.006662174349565,2.071666625599461,-13266012.688532066,-174059.00476086512,0.0611366514757371,621299.0032372058,47.24786588370134,119947600.0,3.0,225021105.9447632,16.790000915527344,108.83999633789062,19.600000381469727,810059058.8062385,-0.008624749425693,1.4175541150271391,0,1,-3,0.9594594594594594
10,10,XOM,53.3632102399877,53.875202191964426,53.00577841965293,53.57573318481445,13270300,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,56.38258346155963,50.295220277327736,17.81018879027,16.931703873744453,-35.714285714285715,10.325603703998905,-1.28421820044225,81.14611129409063,56.3704305909507,-0.2414155199331413,50.857987325257504,-0.8998234393108149,-0.892106484355856,-0.0077169549549588,0.8694237723114924,54.79818568111801,52.39718322753906,49.99618077396011,-2.403813279661854,-0.6974853857969592,-0.0135573725410591,0.2444411477980731,-15.52766753323814,2.2514711966746663,-8.359637159261654,-7.286718692259802,-0.6754483493268221,51.76371215410427,-1.9513664245605469,-0.153026936830559,50.0,-3.5142595926819897,45.82018142036917,35.766049819198514,-40.9489973090271,54.25103385292683,52.69237948334576,52.87808733853427,53.08231745899974,52.3637560911886,53.23977666324541,52.39554745440197,53.615233912840296,53.64006797862189,52.276466719806194,53.67348858026133,52.758475367228186,53.27757914537375,52.787327804581246,52.758475367228186,55.01828809271178,53.104377148110174,52.884668647472864,42.64248312796191,1,0,-0.0367094011940856,1,0.2448373679374744,1.29672854460778,23.70176835038208,1.642244151068297,69.46560446988953,4.339322569998466,-318511024.5674549,4187659.4770165086,-0.0276209444258177,-1176146.3147111563,41.94154392492301,-169172500.0,2.0,1947513888.5424,16.790000915527344,108.83999633789062,19.600000381469727,708145808.8477088,-0.0009042641984643,1.271283581314701,0,1,-3,0.9594594594594594
11,11,JPM,155.46934139152145,158.67661808198298,154.7729695049535,157.83311462402344,11335000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.85382994092942,141.6068505645577,13.863781829278569,13.42495899525036,35.714285714285715,23.312712190666087,1.9092389078894805,79.12872105296661,57.59395604483805,0.1066466447723124,59.33637708427907,1.0656856666197427,0.9166951464634492,0.1489905201562935,4.031156045850167,158.52425398894346,153.84903564453126,149.17381730011903,1.6839478132123702,2.906362484662964,0.0368325526625106,0.6055292083440308,86.07632383374377,2.305493110445783,22.91611623446212,4.956202581426501,-0.4452937251380471,46.58649408617305,-0.2353973388671875,0.94159935182689,58.333333333333336,-0.1489210823484299,61.458058117231054,52.57203901324091,-15.49139209729537,156.00231430301517,155.30399842719112,154.34550614790484,155.25884657639722,153.85033361260213,158.3808728151834,154.15488930276422,154.0115119191077,153.28482648586893,152.8157737851143,154.9244075118629,153.69798787434894,155.01384651859655,155.32439745984186,153.69798787434897,153.06575484873056,154.88659282412746,155.09068451487863,55.026659506455,1,0,0.268739985552915,1,0.321824029405008,2.863195208685378,23.68584573017315,6.267403276945686,57.18170618424185,2.466386821910845,-68520371.32625775,6656456.960120261,0.1454614393939689,6378452.438375032,59.95006094405062,190497800.0,1.0,1095700897.008013,16.790000915527344,108.83999633789062,19.600000381469727,1762244984.6728957,0.009617776122347,1.645551973762293,1,0,-3,0.9594594594594594
12,12,PG,140.63594056917236,140.6949173822899,139.82988412539393,140.24273681640625,3861500,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.24969337402214,131.83812497701055,35.41185479345706,34.074879565045705,71.42857142857143,14.267451979723342,1.0859090293827387,20.041739540137893,40.7895774722433,0.175185662985311,43.04646322160905,1.3507099560626443,1.6134121543542972,-0.2627021982916528,0.9141649468716936,143.5145389335821,141.6051513671875,139.6957638007929,2.961387333637504,1.5175836025140086,0.0035088278629238,-0.4545533361076308,-57.48072593438344,-0.6379876277301529,6.6229599587384005,2.757165501940766,0.3192371778228535,72.40377420768891,0.0491485595703125,-0.460045514504587,66.66666666666667,0.0350576372153854,53.3114799793692,58.198676070057495,-69.53757271644876,141.5336051269763,141.57952763746275,141.47611167214134,141.05118704842522,141.3814362497031,142.33805249495916,141.61568127087244,139.82050009352272,140.1743586992941,141.98142859339714,141.29554673897016,141.79781646728514,141.98739244527042,141.06655359924156,141.79781646728514,137.91044948426864,141.5994382306725,141.18421624574174,51.337104762037946,0,1,0.1022329716824032,-1,0.2939302883486997,1.5229754712529735,24.623120225229467,1.4449712641190902,54.3916786830503,0.9759373452431394,-152439623.43213853,-2558728.642099172,-0.0742346490162599,-182562.90840478853,58.20285192973596,141708600.0,4.0,55288041.21181248,16.790000915527344,108.83999633789062,19.600000381469727,543065684.5078591,-0.0065271958210562,1.2414713024042905,0,1,-3,0.9594594594594594
13,13,MA,360.5290992427615,360.9673622762727,357.0827857491836,357.680419921875,2340400,0.0,-100,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.70584558480806,357.06902251629486,24.64780922031497,20.37371849715441,-71.42857142857143,24.56244776594507,-2.7205110711934823,57.84699758771719,46.066495587871344,-0.1820963672293674,44.50577281925916,-4.722432396922386,-4.033103822794221,-0.6893285741281652,3.884576527089166,362.3463184829181,357.4194702148437,352.4926219467694,-14.078155158611937,-10.071435586000064,-0.0338283613716113,-0.7333307249892309,-56.540169178179454,0.1678235408191032,-19.23351370797321,-7.799572043969866,-0.6970736769461356,37.9138463209833,-5.11968994140625,-0.540355890898193,33.333333333333336,-1.4111599754850102,40.38324314601339,27.60621343811516,-73.97385465263072,361.13045071455406,356.33747845414774,358.5718078613281,358.38093919020434,357.2391142565654,347.0142881671169,357.5856216500195,361.13770167014366,363.1290849548097,358.2609697580337,360.8997443504645,358.84349060058594,358.8121772420802,356.89464682775423,358.84349060058594,365.9296312619417,359.0633440007977,357.56732202823497,47.98659771603376,0,1,0.1424400683844908,-1,0.3062090264706589,6.695105576977476,23.96615113693106,5.099719460428332,39.67834167299191,5.86913014063434,-12548446.0032261,-969101.1073573512,-0.0504965572908714,-2103155.761597568,33.28684078952671,30408600.0,4.0,35978020.44747872,16.790000915527344,108.83999633789062,19.600000381469727,843782303.8677589,-0.0029475329631386,1.1940106250767537,0,1,-3,0.9594594594594594
14,14,CVX,94.3345664069661,95.79004725281818,93.8494061250154,95.5862808227539,9342300,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.84603674125816,93.55631790541258,21.22167256658737,21.408285307667445,-35.714285714285715,15.8229821404452,-0.600567259193442,74.71891734002571,51.054084230081294,-0.1240919914547777,53.78125114025322,-0.9760295322001298,-0.8609808274065615,-0.1150487047935683,1.9406411278027773,96.88894992418597,93.47486419677736,90.06077846936873,-2.9831248123422824,-0.5771861443152773,-0.0054163417537095,0.645000457763673,-21.404401293761783,2.417471763574719,-3.4528685732710285,-5.703710920937643,-0.6943622089172884,52.64051579496636,-2.8835983276367188,-0.0580129366878425,50.0,-2.9284064858378422,48.27356571336449,36.22551508368269,-37.3369339729607,96.80904706713471,94.09521429167854,94.34364055286754,94.58157999532206,93.1732295951616,95.81919228099471,93.40464837940762,95.31183908857062,95.33179333330928,93.59717200696468,95.64807767744628,94.29265797932942,95.33262326324,94.03985041105368,94.29265797932942,97.15781457355806,94.56717001085126,94.15415813118312,43.15626293872573,1,0,0.0648442484551353,1,0.2164402563585612,2.1217948833147697,23.821776171968303,3.23116628880868,70.32310688173274,3.589191266154376,-41840237.123929486,3621339.885866121,0.0017683248182954,-1325179.679506947,52.37135639306191,18872600.0,1.0,389585674.14982384,16.790000915527344,108.83999633789062,19.600000381469727,881301819.7437994,-0.0028718289570009,1.1280023539411468,0,1,-3,0.9594594594594594
